Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Damian Axel Xavier,@DAX_147,"https://pbs.twimg.com/media/GIZ3QDxWEAAAr5_?format=jpg&name=900x900, https://pbs.twimg.com/media/GIZ3QDxWEAAAr5_?format=jpg&name=900x900",,,,24,https://x.com/DAX_147/status/1767246989530706275,https://x.com/DAX_147,@VivamosVL @soledadmartinez @ComunidadVL,Mar 11,2024-03-11T17:51:30.000Z
Ona Duarte,@duarte_ona,"https://pbs.twimg.com/media/GIZ3QDxWEAAAr5_?format=jpg&name=900x900, https://pbs.twimg.com/media/GIZ3QDxWEAAAr5_?format=jpg&name=900x900",,1,,7,https://x.com/duarte_ona/status/1767232508561600876,https://x.com/duarte_ona,¿ Van a resolver ?,Mar 11,2024-03-11T16:53:58.000Z
Martin,@MarTiLinK,"https://pbs.twimg.com/media/GIQ2lAKWEAAts4e?format=jpg&name=small, https://pbs.twimg.com/media/GIQ2lAKWEAAts4e?format=jpg&name=small",,,,4,https://x.com/MarTiLinK/status/1766596973304435055,https://x.com/MarTiLinK,"@VivamosVL que esperan para prender una luz en el Paseo del Viento??
Está lleno de chicos y familias acá y no prendieron una sola luz!!",Mar 9,2024-03-09T22:48:34.000Z
Bill Etes,@MeTienenGreen,"https://pbs.twimg.com/media/GIQ18PuWQAAKWZA?format=jpg&name=small, https://pbs.twimg.com/media/GIQ18PuWQAAKWZA?format=jpg&name=small",,,,10,https://x.com/MeTienenGreen/status/1766596272704643496,https://x.com/MeTienenGreen,"Un sábado 19:45hs lleno de chicos y familias.
Asi se ve el Paseo del Viento.
No hay una sola luz prendida",Mar 9,2024-03-09T22:45:47.000Z
Bill Etes,@MeTienenGreen,,,,1,11,https://x.com/MeTienenGreen/status/1766595258219930061,https://x.com/MeTienenGreen,"Sábado 19:40hs no sé ve nada en el Paseo del viento. 
Que esperan para prender las luces??",Mar 9,2024-03-09T22:41:45.000Z
Radio Raheem,@xisusg,,,,1,23,https://x.com/xisusg/status/1766499789909180636,https://x.com/xisusg,"@VivamosVL Estimados, a principios de abril, en día de semana, por la mañana, necesito hacer una mudanza que podría implicar el corte de la calle Debenedetti al 3000 por un par de horas. Qué debo hacer al respecto para organizar un posible desvío del tránsito?",Mar 9,2024-03-09T16:22:24.000Z
Bruno Videla,@UnEntusiasta,,,2,,159,https://x.com/UnEntusiasta/status/1766472237178081490,https://x.com/UnEntusiasta,"@VivamosVL @soledadmartinez los vecinos de florida venimos sufriendo robos todos los días, un auto, medidores, tapas de buzones, picaportes, etc. Pedimos poda de árboles y no vienen, pedimos cámaras y ni bola. Acá hay un problema y no se están ocupando, por favor háganlo.",Mar 9,2024-03-09T14:32:55.000Z
Jnr,@JosefaNovas,,,,,9,https://x.com/JosefaNovas/status/1766177298221256743,https://x.com/JosefaNovas,"Lo recuerdo, entré en el mapa y me sorprendió la falta de puntos verdes en esas dos localidades, por eso pregunté. Gracias x la respuesta.",Mar 8,2024-03-08T19:00:56.000Z
Chichi Patiño,@cfernandez34,,,,1,24,https://x.com/cfernandez34/status/1765550987261988980,https://x.com/cfernandez34,@VivamosVL que pasa con la recoleccion de residuos por Acassuso y España? Hace 2 dias que no pasan...,Mar 6,2024-03-07T01:32:12.000Z
Jnr,@JosefaNovas,,,,1,25,https://x.com/JosefaNovas/status/1765466778241523967,https://x.com/JosefaNovas,Por qué no hay punto verde ni en V. Adelina ni en Munro?,Mar 6,2024-03-06T19:57:35.000Z
Cayetano,@cayetano_daels,,,,1,15,https://x.com/cayetano_daels/status/1765334643518079441,https://x.com/cayetano_daels,Buen día. Y como puedo hacer un seguimiento del reclamo?,Mar 6,2024-03-06T11:12:32.000Z
SG,@tutygold,,,,,11,https://x.com/tutygold/status/1765189157532406234,https://x.com/tutygold,"@VivamosVL @soledadmartinez porque ponen arreglar las calles Justo cuando comienzan las clases?? Calle Roca, yrigoyen, av San Martín, todos los arreglos al mismo tiempo??Tuvieron todo el verano para hacerlo, nos
Complican la vida a los vecinos y a los
Chicos para ir al colegio.",Mar 5,2024-03-06T01:34:25.000Z
El Penta,@eselpenta,,,,1,27,https://x.com/eselpenta/status/1765139765479833844,https://x.com/eselpenta,"Gracias por responder. Empecé a llenar el formulario de inscripción y no veo los horarios de las actividades. 
Podrías pasarme una grilla o enviarme un link.
Soy de Florida Oeste (cerca del venida) Aunque es posible que otros centros me queden cómodos. Gracias.",Mar 5,2024-03-05T22:18:09.000Z
Elsa,@beadearg,"https://pbs.twimg.com/media/GH5tfL-XsAEsDtk?format=png&name=small, https://pbs.twimg.com/media/GH5tfL-XsAEsDtk?format=png&name=small",1,1,,34,https://x.com/beadearg/status/1764968536236036448,https://x.com/beadearg,Soledad Martinez pare de aumentar los impuestos! 8500 abl en diciembre 15000 en enero y marzo 21000.? Quiere seguir siendo intendente BAJE EL GASTO! ami me no me aumentaron el sueldo como a los empleados del municipio.,Mar 5,2024-03-05T10:57:45.000Z
El Penta,@eselpenta,,,,1,28,https://x.com/eselpenta/status/1764770489149338074,https://x.com/eselpenta,"Hola. Encontré el formulario para inscribirme, pero no encuentro los horarios de las distintas actividades.",Mar 4,2024-03-04T21:50:47.000Z
Enrique Camenschi,@ejcarg,,,,1,12,https://x.com/ejcarg/status/1764439439873376715,https://x.com/ejcarg,"@VivamosVL Estimados, estoy necesitando hacer 2 tramites, intento por la app mi barrio, pero nunca me envían el mail con la contraseña, llamo al 147 y me atienden de caba, en los horarios que tienen en las oficinas yo estoy trabajando,  me podrían indicar como debo realizar los.",Mar 3,2024-03-03T23:55:18.000Z
Fer,@MariaFDemirjian,,,,,11,https://x.com/MariaFDemirjian/status/1764374377250869256,https://x.com/MariaFDemirjian,@VivamosVL más del 50% de aumento en el abl!! Son unos caraduras!,Mar 3,2024-03-03T19:36:46.000Z
Vale,@valeriabpsi,,,,,11,https://x.com/valeriabpsi/status/1763599710089060358,https://x.com/valeriabpsi,Muchas gracias!,Mar 1,2024-03-01T16:18:31.000Z
Vale,@valeriabpsi,,,,1,27,https://x.com/valeriabpsi/status/1763544083753058615,https://x.com/valeriabpsi,@VivamosVL buenos días hace más de un mes que está quemada la luz de la calle sgo del estero 5300 entre belgrano y Méndez. Esto genera inseguridad. Por favor si la pueden venir a reparar gracias,Mar 1,2024-03-01T12:37:29.000Z
Polola,@lapololapola,,,,1,20,https://x.com/lapololapola/status/1763307201727189096,https://x.com/lapololapola,"@VivamosVL muy bien que fumiguen y que lo hagan por la noche mejor aún !
Puedo saber con qué producto lo hacen?",Feb 29,2024-02-29T20:56:12.000Z
edubond,@edubond,,,,1,15,https://x.com/edubond/status/1763292745135768015,https://x.com/edubond,No quiero consultar quiero ver lo que debo pagar de ABL y pagar.,Feb 29,2024-02-29T19:58:45.000Z
Sebastián A. Ríos,@sebastrios,,,,,31,https://x.com/sebastrios/status/1763268483754697193,https://x.com/sebastrios,"Calle libertad, entre Vallegrande y Beiró, gracias",Feb 29,2024-02-29T18:22:21.000Z
Jikisan Hatamoto,@Cristia0811215,https://pbs.twimg.com/tweet_video_thumb/GHeZ4kiXMAARjmf.jpg,,1,,1,https://x.com/Cristia0811215/status/1763046985618075649,https://x.com/Cristia0811215,"DEJEN DE GASTAR GUITA AL PEDO

NO SON PUNTO TURISTICO",Feb 29,2024-02-29T03:42:11.000Z
Sebastián A. Ríos,@sebastrios,,,,,31,https://x.com/sebastrios/status/1763268483754697193,https://x.com/sebastrios,"Calle libertad, entre Vallegrande y Beiró, gracias",Feb 29,2024-02-29T18:22:21.000Z
Jikisan Hatamoto,@Cristia0811215,"https://pbs.twimg.com/tweet_video_thumb/GHeZ4kiXMAARjmf.jpg, https://pbs.twimg.com/tweet_video_thumb/GHeZ4kiXMAARjmf.jpg, https://pbs.twimg.com/tweet_video_thumb/GHeZ4kiXMAARjmf.jpg",,1,,1,https://x.com/Cristia0811215/status/1763046985618075649,https://x.com/Cristia0811215,"DEJEN DE GASTAR GUITA AL PEDO

NO SON PUNTO TURISTICO",Feb 29,2024-02-29T03:42:11.000Z
Pato -,@patocata,,,,,15,https://x.com/patocata/status/1762559268438356014,https://x.com/patocata,"Muchas gracias. 
Es un problema diario.",Feb 27,2024-02-27T19:24:11.000Z
Laura Bollini,@LauraBollini4,,,,1,20,https://x.com/LauraBollini4/status/1761790818711454043,https://x.com/LauraBollini4,@VivamosVL  no hay luz en Belzu y Valle grande hace varios Dias,Feb 25,2024-02-25T16:30:38.000Z
☆ TiBi ☆,@TiBii_Lina,,,,,8,https://x.com/TiBii_Lina/status/1760760919712280964,https://x.com/TiBii_Lina,"Por favor hace más de una hora que está trabado, ya chocaron 1 vez por lo menos, además q el ruido es insoportable",Feb 22,2024-02-22T20:18:11.000Z
☆ TiBi ☆,@TiBii_Lina,,,,1,37,https://x.com/TiBii_Lina/status/1760751739710452216,https://x.com/TiBii_Lina,"@VivamosVL el semáforo de la esquina de Blas Parera y Ugarte hace 40 min se quedó trabado en rojo, ya llame al 147 hace 30 min para que venga alguien a dirigir el tránsito o pongan titilante el semáforo pero no pasó, es caos, ruido y muy peligroso",Feb 22,2024-02-22T19:41:42.000Z
MARCELO CODEVILLA,@CodevillaM,,,,,3,https://x.com/CodevillaM/status/1760626938148962328,https://x.com/CodevillaM,"@VivamosVL Vial Cistero: pasarela rota, clavos levantados,basura en toda la franja de costa, varios bebederos rotos.
Hace MESES !!
Cuando se van a poner a trabajar en esto ?
Pagamos tasas de Suiza",Feb 22,2024-02-22T11:25:47.000Z
MARCELO CODEVILLA,@CodevillaM,,,,,12,https://x.com/CodevillaM/status/1760626466520285345,https://x.com/CodevillaM,"Vial Cistero: pasarela rota, clavos levantados,basura en toda la franja de costa, varios bebederos rotos.
Hace MESES !!
Cuando se van a poner a trabajar en esto ?
Pagamos tasas de Suiza",Feb 22,2024-02-22T11:23:55.000Z
PrensaBonaerense,@PBonaerenseWeb,,,,,13,https://x.com/PBonaerenseWeb/status/1760454330870530352,https://x.com/PBonaerenseWeb,"@VivamosVL continúa con las tareas de fumigación para combatir la ola de mosquitos
@soledadmartinez
http://prensabonaerense.com.ar/nota.php?Id=15859…",Feb 21,2024-02-21T23:59:54.000Z
David Stirling,@Herefordshire0,"https://pbs.twimg.com/media/GG3nlfBXoAABz4g?format=jpg&name=small, https://pbs.twimg.com/media/GG3nlfBXoAABz4g?format=jpg&name=small",,,,22,https://x.com/Herefordshire0/status/1760317672397435103,https://x.com/Herefordshire0,"Además de poner 2 DOS lugares para discapacitados en el puerto de Olivos, le construyen una pared de cemento para que sea imposible que el acompañante salga. Quién es el cráneo que pone los lugares (Poquísimos y chicos en Vicente López?",Feb 21,2024-02-21T14:56:52.000Z
Efa,@Estebanefa74,,,1,,30,https://x.com/Estebanefa74/status/1760267529958654418,https://x.com/Estebanefa74,"@soledadmartinez sí, sí, muy bien con las medidas más ""efectivas"". Pero también es fundamental que hagan lo que no hicieron en todo el verano: fumigar el municipio (como hacía el antecesor). Realmente se cagaron en el dengue. 
Suerte para la próxima.",Feb 21,2024-02-21T11:37:37.000Z
Fer,@MariaFDemirjian,,,,,7,https://x.com/MariaFDemirjian/status/1760266618314322424,https://x.com/MariaFDemirjian,"@VivamosVL ahora no ponen más dos facturas para pagar, será que el ABL aumenta por mes! Vergüenza",Feb 21,2024-02-21T11:34:00.000Z
Juan,@juan_cruz78,,,,,23,https://x.com/juan_cruz78/status/1760105684715393053,https://x.com/juan_cruz78,Che con la plata que gastaron en la impresión de volantes en prevención  del dengue para todo el municipio....no hubiera sido mejor destinar esa plata a  fumigar??,Feb 20,2024-02-21T00:54:31.000Z
Princess Consuela Bananahammock,@Consuela_BananH,,,,1,45,https://x.com/Consuela_BananH/status/1760029463822147703,https://x.com/Consuela_BananH,"@VivamosVL @soledadmartinez  hace 3 años que los vecinos de Florida Oeste iniciamos un reclamo contra Frigorífico Alimentic con depósito en Mitre 1250. En 04/2021 no pudieron mandar un inspector x pandemia. 3 años después, seguimos sin respuesta. Alimentic tiene su depósito",Feb 20,2024-02-20T19:51:38.000Z
Rodrigo Castro Riesgo,@papubaitcast,"https://pbs.twimg.com/media/GGuoxUXX0AE-Ra_?format=jpg&name=small, https://pbs.twimg.com/media/GGuoxUXX0AE-Ra_?format=jpg&name=small",,,,13,https://x.com/papubaitcast/status/1759765789769367588,https://x.com/papubaitcast,@VivamosVL,Feb 19,2024-02-20T02:23:53.000Z
Marian,@MarianoArdanza,,,,,23,https://x.com/MarianoArdanza/status/1759690762508181508,https://x.com/MarianoArdanza,"Larguen las redes y hagan algo. Desde que pasaron las elecciones abandonaron todo. Ni poda, ni fumigacion, plazas abandonadas, pasturas sin cortar, etc. donde estan?",Feb 19,2024-02-19T21:25:45.000Z
Marian,@MarianoArdanza,,,2,,20,https://x.com/MarianoArdanza/status/1759690448380039210,https://x.com/MarianoArdanza,Fumiguen! Que pasa que nunca mas lo hicieron? Hace unos años fumigaban todas las semanas. Fumiguen!,Feb 19,2024-02-19T21:24:31.000Z
Negra de M,@RosaJs2019,,,,,7,https://x.com/RosaJs2019/status/1759668840089166336,https://x.com/RosaJs2019,"Ok voy a ir entonces a asentar el reclamo. Lo mismo con el basural cronico de Blanco Encalada y Roca. 
Muchas gracias por la respuesta.",Feb 19,2024-02-19T19:58:39.000Z
Negra de M,@RosaJs2019,,,,1,30,https://x.com/RosaJs2019/status/1759667552857313454,https://x.com/RosaJs2019,Buenas tardes calles Blanco Encalada  desde Roca a Hirigoyen y Av San Martín desde Constituyentes hasta French. Muchas gracias,Feb 19,2024-02-19T19:53:32.000Z
La fumadora,@olnaitlong,,,1,,33,https://x.com/olnaitlong/status/1759663166986834173,https://x.com/olnaitlong,y con la fumigacion de las calles y plazas como andamos?,Feb 19,2024-02-19T19:36:06.000Z
Horacio,@hachedc,,,1,1,43,https://x.com/hachedc/status/1759662865777070295,https://x.com/hachedc,Mi vecino está lleno de bidones cortados vacíos y nadie hace nada,Feb 19,2024-02-19T19:34:54.000Z
AnaDeBsAs,@AnaDeBsAs3,,,2,,42,https://x.com/AnaDeBsAs3/status/1759660118965141559,https://x.com/AnaDeBsAs3,Díganle a @soledadmartinez que corte el pasto  ! El municipio está abandonado. Larguen el tw y corten el pasto !,Feb 19,2024-02-19T19:23:59.000Z
Polola,@lapololapola,,,,,15,https://x.com/lapololapola/status/1759651353414996092,https://x.com/lapololapola,"@VivamosVL @soledadmartinez dejen de robarnos con el impuesto municipal y bajen ya la tasa ! 
Aumentaron durante todo el 2023 y nada salvo el curro justifica este tarifazo!!
las veredas es un curro, totalmente innecesario, solo para robar como otros lo hacen con Lali
#impuestos",Feb 19,2024-02-19T18:49:10.000Z
latristezaylafuria,@concienciaputa,,,,,10,https://x.com/concienciaputa/status/1759651106039242949,https://x.com/concienciaputa,@VivamosVL NOS COMEN LOS MOSQUITOS.  LOS HOSPITALES  llenos de gente con dengue..¿QUE ESPERAN PARA FUMIGAR?,Feb 19,2024-02-19T18:48:11.000Z
Cami,@Camiradri,,,,1,38,https://x.com/Camiradri/status/1759586918428193159,https://x.com/Camiradri,"Gracias por tu respuesta. No quiero hablar con nadie.
Necesito que hagan algo con esta plaga, nada mas...
Es desratizar los 2 colegios y el edificio que esta al lado, sobre Maipu.
Solo es cuestión de voluntad, no?
Espero una pronta intervención.",Feb 19,2024-02-19T14:33:07.000Z
robinsonpareto,@robinsonpareto2,,,,1,12,https://x.com/robinsonpareto2/status/1759558665487454664,https://x.com/robinsonpareto2,@VivamosVL que se hace cuando se alcanzó el número de turnos vencidos para renovar la licencia de manejo vencida?,Feb 19,2024-02-19T12:40:51.000Z
Marco Guiscafre,@marcoguiscafre,"https://pbs.twimg.com/ext_tw_video_thumb/1759242457047322624/pu/img/03ODKePeVpGi6ly6.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1759242457047322624/pu/img/03ODKePeVpGi6ly6.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1759242457047322624/pu/img/03ODKePeVpGi6ly6.jpg",8,19,2,54K,https://x.com/marcoguiscafre/status/1759242508452704558,https://x.com/marcoguiscafre,"@VivamosVL @ComunidadVL @DC103MVL Agua estancada y mosquitos en breve, plaza Gonzalez del Solar #dengue #mosquitos @soledadmartinez",Feb 18,2024-02-18T15:44:33.000Z
PrensaBonaerense,@PBonaerenseWeb,,,,,8,https://x.com/PBonaerenseWeb/status/1757895306996232449,https://x.com/PBonaerenseWeb,"@VivamosVL utiliza un innovador simulador de streaming para que los chicos aprendan a leer más rápido
@soledadmartinez
http://prensabonaerense.com.ar/nota.php?Id=15831…",Feb 14,2024-02-14T22:31:15.000Z
Esteban,@efm_ok,"https://pbs.twimg.com/media/GGOHWnHWwAA1d2b?format=jpg&name=360x360, https://pbs.twimg.com/media/GGOHWnHWwAA1d2b?format=jpg&name=360x360",2,,1,62,https://x.com/efm_ok/status/1757397107755872640,https://x.com/efm_ok,"@VivamosVL Quintana al 2000, no pasa el barrendero....les dejo unas fotos para que activen, el ABL va a venir con descuento x no brindar este servicio?  Gracias.",Feb 13,2024-02-13T13:31:36.000Z
Horacio,@hachedc,,,1,1,20,https://x.com/hachedc/status/1755319118452944948,https://x.com/hachedc,@cocodrisas en una de esas te puede interesar,Feb 7,2024-02-07T19:54:24.000Z
alexis weber,@lacitronaveimpo,"https://pbs.twimg.com/media/GFwXLlaXYAAp1m5?format=jpg&name=small, https://pbs.twimg.com/media/GFwXLlaXYAAp1m5?format=jpg&name=small",,,,12,https://x.com/lacitronaveimpo/status/1755303458251407706,https://x.com/lacitronaveimpo,@VivamosVL limpien las calles de carapachay hace 1 mes que no pasan. Esquina Fleming y ascasubi hasta sivori por favor.,Feb 7,2024-02-07T18:52:11.000Z
pablo szternberg,@PSzternber36395,,,,,17,https://x.com/PSzternber36395/status/1755282457446732262,https://x.com/PSzternber36395,Eso fue lo que siempre se hizo y nunca pasa nadaaaaa y no son escuchados nuestros reclamos por escrito!!!,Feb 7,2024-02-07T17:28:44.000Z
PrensaBonaerense,@PBonaerenseWeb,,,,,6,https://x.com/PBonaerenseWeb/status/1754981279219515446,https://x.com/PBonaerenseWeb,"@VivamosVL continúa renovando su compromiso para hacer del partido un lugar más seguro para vivir. En este sentido se incorporaron nuevos agentes de patrulla con el objetivo de prevenir robos y actuar ante hechos de inseguridad
@soledadmartinez
http://prensabonaerense.com.ar/nota.php?Id=15814…",Feb 6,2024-02-06T21:31:57.000Z
horacio brusco,@BruscoHorac,,,2,1,80,https://x.com/BruscoHorac/status/1754625548565815697,https://x.com/BruscoHorac,@VivamosVL es HERMOSO!!! Recién me llega una multa de SEPTIEMBRE. En que lugar?? En la SEGURISIMA Av Constituyentes. Por suerte toman medidas para que no pase nada por allí.El afán de recaudar para mantener una mega-estructura es pornográfico.Las calles rotas como,Feb 5,2024-02-05T21:58:24.000Z
kotexsrl,@kotexsrl,"https://pbs.twimg.com/media/GFhIjZXWkAAjblQ?format=jpg&name=small, https://pbs.twimg.com/media/GFhIjZXWkAAjblQ?format=jpg&name=small",,,1,39,https://x.com/kotexsrl/status/1754231842306216016,https://x.com/kotexsrl,"@VivamosVL ya llegaron las ratas a la esquina de Pelliza y Dr. Salk
La calle cerrada por obras pluviales y NO levantan la basura en tiempo y forma. este es el resultado 
Por favorrr resuelvan pronto
Gracias",Feb 4,2024-02-04T19:53:57.000Z
ニコラス・セルジオ・ルナ・久野,@HisanoLuna,,,,,8,https://x.com/HisanoLuna/status/1753565914262307201,https://x.com/HisanoLuna,Ya lo arreglaron . Genios!!! . Muchas Gracias!!!,Feb 2,2024-02-02T23:47:48.000Z
roberto funes ugarte,@robertofunesu,"https://pbs.twimg.com/media/GFW3pUhXgAAxNVE?format=jpg&name=360x360, https://pbs.twimg.com/media/GFW3pUhXgAAxNVE?format=jpg&name=360x360",4,7,5,1K,https://x.com/robertofunesu/status/1753509558486798338,https://x.com/robertofunesu,"@VivamosVL #VicenteLopez
sumido en la mugre y la inseguridad. Hordas de bañistas/ visitantes destruyen nuestro barrio. Rompen la basura, nos asaltan a plena luz del día y cuando regresan del río (su natatorio, esta prohibido) te desvalijan la casa. A dónde van nuestros impuestos?",Feb 2,2024-02-02T20:03:52.000Z
...,@OutOfPower,,,,,5,https://x.com/OutOfPower/status/1753409701948064107,https://x.com/OutOfPower,Todo lindo pero seguimos igual. Lo único que les funciona últimamente es la entrega de la boleta de impuestos. Den respuesta por favor….,Feb 2,2024-02-02T13:27:04.000Z
Gaby Apro,@aprogaby,"https://pbs.twimg.com/ext_tw_video_thumb/1753401228262768640/pu/img/IP1MDVR-TduefGBi.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1753401228262768640/pu/img/IP1MDVR-TduefGBi.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1753401228262768640/pu/img/IP1MDVR-TduefGBi.jpg",1,1,,27,https://x.com/aprogaby/status/1753402709414203502,https://x.com/aprogaby,"@VivamosVL @transitomvl dos o tres camiones por dia se suben a la vereda undiendola dia a dia ,se me esta destruyendo la casa  por los movimientos que ocacionan!!! necesito prohibicion de camiones o delimitador de giro brasil y mejico",Feb 2,2024-02-02T12:59:17.000Z
Gaby Apro,@aprogaby,"https://pbs.twimg.com/ext_tw_video_thumb/1753401228262768640/pu/img/IP1MDVR-TduefGBi.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1753401228262768640/pu/img/IP1MDVR-TduefGBi.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1753401228262768640/pu/img/IP1MDVR-TduefGBi.jpg",1,1,,27,https://x.com/aprogaby/status/1753402709414203502,https://x.com/aprogaby,"@VivamosVL @transitomvl dos o tres camiones por dia se suben a la vereda undiendola dia a dia ,se me esta destruyendo la casa  por los movimientos que ocacionan!!! necesito prohibicion de camiones o delimitador de giro brasil y mejico",Feb 2,2024-02-02T12:59:17.000Z
Nanny,@alenanny84,,,,,7,https://x.com/alenanny84/status/1752850165587697752,https://x.com/alenanny84,"Agradezco la resolución del caso, ayer a la noche vinieron a cambiar la luz.
Informamos a los empleados que hay que cortar la rama del árbol que toca a la fotocelula de luz y la tira hacia el piso, para que no vuelvo a suceder",Jan 31,2024-02-01T00:23:40.000Z
...,@OutOfPower,,,1,1,18,https://x.com/OutOfPower/status/1752516938369036665,https://x.com/OutOfPower,"Hola, Todo lindo, pero hay que resolver lo básico, hace más de un mes (desde la gran tormenta de diciembre) que las luminarias de Paraná al 400 están sin funcionar y ya se ha reclamado por varios vecinos. Que hay que hacer para que lo resuelvan?",Jan 30,2024-01-31T02:19:32.000Z
la jose,@Zule80828376,,,,1,13,https://x.com/Zule80828376/status/1752469742571471099,https://x.com/Zule80828376,Ademas dudo que tenga habilitacion ya que es zona residencial,Jan 30,2024-01-30T23:12:00.000Z
la jose,@Zule80828376,,,,,8,https://x.com/Zule80828376/status/1752436919336607829,https://x.com/Zule80828376,Les estoy informando por este medio. Creo que uds. Deberian derivar el caso.  Para eso pagamos impuestos. Uds. Deberian haberlo visto y proceder al respecto.,Jan 30,2024-01-30T21:01:34.000Z
la jose,@Zule80828376,"https://pbs.twimg.com/media/GFHZxZoWUAAFcDT?format=jpg&name=small, https://pbs.twimg.com/media/GFHZxZoWUAAFcDT?format=jpg&name=small",,,1,34,https://x.com/Zule80828376/status/1752421184568725551,https://x.com/Zule80828376,"Desde hace 1 tiempo esta situacion en calle Juramento entre Fleming y http://Mendoza.Es una gran incomodidad.para todos.Esos tachos estan http://sobre.la.calle, no permitiendo estacionar ademas que no tiene cordon. Elbarrendero no pasa,cuando llueve se hace barro.",Jan 30,2024-01-30T19:59:03.000Z
Laura Cecilia Avila,@lauracademia,"https://pbs.twimg.com/media/GFGcHRCXYAAhHZZ?format=jpg&name=small, https://pbs.twimg.com/media/GFGcHRCXYAAhHZZ?format=jpg&name=small",,,,48,https://x.com/lauracademia/status/1752353382411452877,https://x.com/lauracademia,"@VivamosVL @MunroVL 
Hace 10 días que está en el mismo lugar. Por favor COMPARTIR 
#perraperdida #Munro #Mascota #VicenteLopez",Jan 30,2024-01-30T15:29:38.000Z
Nanny,@alenanny84,,,1,1,51,https://x.com/alenanny84/status/1752137038785106199,https://x.com/alenanny84,"Buenas noches, hace dos  semanas vengo reclamando  a alumbrado que cambie la luz quemada sobre la calle Ohiggins y san Lorenzo.
Responden que van a cambiarla y aún no hay luz
Nos afecta a todos los vecinos por un tema de seguridad física y vial.",Jan 29,2024-01-30T01:09:57.000Z
90sur,@90sur,,,,1,9,https://x.com/90sur/status/1752075683545628909,https://x.com/90sur,Sres @VivamosVL ocupensé uds q por lo visto andan miy flojos: varias veces hallé filtros de aceite descartados a metros de tal concesionario. Debe intervenir la OPDS @ambientepba,Jan 29,2024-01-29T21:06:09.000Z
Mara,@fem_escobar64,,,,,21,https://x.com/fem_escobar64/status/1752068027955413264,https://x.com/fem_escobar64,"Tb podrían hacer limpieza en la costa de Vicente López, mugre absoluta",Jan 29,2024-01-29T20:35:44.000Z
Cynthia Rineckki,@cynplemente,,,,,36,https://x.com/cynplemente/status/1752046352488362103,https://x.com/cynplemente,@VivamosVL qué se incendia en la zona de Florida cercano a Panamericana y general Paz?? todo el barrio de Florida con un humo terrible,Jan 29,2024-01-29T19:09:36.000Z
Gusy,@arnolyuarsenege,,,,,9,https://x.com/arnolyuarsenege/status/1752024273248559140,https://x.com/arnolyuarsenege,3 meses ya van de reclamos...,Jan 29,2024-01-29T17:41:52.000Z
MINE CLAYMORE,@Marceviejo,,,,,12,https://x.com/Marceviejo/status/1751978824844075191,https://x.com/Marceviejo,"@VivamosVL Luego de hacer una denuncia en la fiscalía de V. López de Maipú y Pelliza sobre intimidación, nuevamente me rompieron la goma delantera del auto y aflojaron 2 tornillos. La fiscalía no quiso tomar la ampliación de la denuncia. Que se hace?
@Kicillofok 
@VivamosVL",Jan 29,2024-01-29T14:41:16.000Z
Susana Andrea,@SusanaA67081327,,1,,,46,https://x.com/SusanaA67081327/status/1751424804328984711,https://x.com/SusanaA67081327,"@VivamosVL 
Blas PARERA entre las Heras y Melo . Florida. 
Sin luces, una boca de lobo. 
Hago responsable a la municipalidad por cualquier situación de inseguridad que ocurra. 
Hace meses que estamos así. .!!!!!!!",Jan 27,2024-01-28T01:59:47.000Z
90sur,@90sur,https://pbs.twimg.com/media/GE2A9x_WgAEZy5c?format=jpg&name=360x360,,,1,22,https://x.com/90sur/status/1751197687515435452,https://x.com/90sur,@VivamosVL filtros de aceite usados descartados en la vía pública @Kia_Argentina,Jan 27,2024-01-27T10:57:19.000Z
Walter,@Walter1979ARG,https://pbs.twimg.com/ext_tw_video_thumb/1751061303009890304/pu/img/IM4d5QuvkuHZUDyr.jpg,,,,57,https://x.com/Walter1979ARG/status/1751061378197041569,https://x.com/Walter1979ARG,@VivamosVL @CarapachayVL @NacerVLopez @soledadmartinez @VicenteLopezVL @BAProvincia @SomosAmbaTV @telefenoticias @todonoticias @Cris_noticias,Jan 26,2024-01-27T01:55:40.000Z
90sur,@90sur,"https://pbs.twimg.com/media/GE2A9x_WgAEZy5c?format=jpg&name=360x360, https://pbs.twimg.com/media/GE2A9x_WgAEZy5c?format=jpg&name=360x360",,,1,22,https://x.com/90sur/status/1751197687515435452,https://x.com/90sur,@VivamosVL filtros de aceite usados descartados en la vía pública @Kia_Argentina,Jan 27,2024-01-27T10:57:19.000Z
