Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Santiago,@CanarioSantiago,,,,1,58,https://x.com/CanarioSantiago/status/1742758849545752772,https://x.com/CanarioSantiago,"Hace 1 semana no tengo luz en la puerta de casa , Bermúdez 1100 ( esquina Salta ) llamó a MANTELECTRIC y está fuera de línea , me podes decir dónde reclamo ?",Jan 4,2024-01-04T04:04:23.000Z
Matambriten,@chulets_s,,,,,45,https://x.com/chulets_s/status/1742689513099673919,https://x.com/chulets_s,"Ojo que el municipio también va hacia munro oeste, mepa que se olvidaron",Jan 3,2024-01-03T23:28:52.000Z
MARCELO CODEVILLA,@CodevillaM,,,,,52,https://x.com/CodevillaM/status/1742668991246545168,https://x.com/CodevillaM,Meses reclamando agua en varios de los bebederos del.Vial Costero. AGUA.Estanos en Vwrano y no funcionan. Párrafo aparte el.desastre en el.que estq el camino de deck. VERGUENZA,Jan 3,2024-01-03T22:07:19.000Z
Lord of Barbaria,@IchhasseMontage,,,,,44,https://x.com/IchhasseMontage/status/1742664243726455286,https://x.com/IchhasseMontage,Una de esas en el living necesito,Jan 3,2024-01-03T21:48:27.000Z
MINE CLAYMORE,@Marceviejo,,,,,56,https://x.com/Marceviejo/status/1742660235314049245,https://x.com/Marceviejo,Se acordaron?,Jan 3,2024-01-03T21:32:31.000Z
Noelia Enriz,@noe_enriz,,,1,,83,https://x.com/noe_enriz/status/1742634412070629615,https://x.com/noe_enriz,"Está bueno, es necerario",Jan 3,2024-01-03T19:49:55.000Z
Sir Axito.,@Axelinho88,,,7,3,173,https://x.com/Axelinho88/status/1742611817493324105,https://x.com/Axelinho88,Se estan afanando todos los medidores de agua y uds no hacen nada!,Jan 3,2024-01-03T18:20:08.000Z
e-πtome,@e_duardogr,,,,,103,https://x.com/e_duardogr/status/1742602336801804724,https://x.com/e_duardogr,Era hora!,Jan 3,2024-01-03T17:42:27.000Z
Juan,@juan_cruz78,,,5,4,186,https://x.com/juan_cruz78/status/1742592694654747072,https://x.com/juan_cruz78,"Es una risa....cada vez que suben una foto desde limpieza de calle, fumigacion o control de alcoholemia siempre son en olivos Florida....la zona oeste del municipio que se arregle !",Jan 3,2024-01-03T17:04:08.000Z
H.I.,@Tim_arg,,,3,1,49,https://x.com/Tim_arg/status/1742564060925718991,https://x.com/Tim_arg,Después de la terrible tormenta donde hubo muchos árboles caídos y ramas rotas con heridos y daños ¿En serio tenés que pedir que poden?  Es un chiste ¿No? @soledadmartinez @DC103MVL,Jan 3,2024-01-03T15:10:22.000Z
Marcela G.,@mlgross1971,https://pbs.twimg.com/media/GC7O3I3XkAAvX6u?format=jpg&name=small,,,1,22,https://x.com/mlgross1971/status/1742557569938293009,https://x.com/mlgross1971,"@VivamosVL @soledadmartinez esto es Melo y Avda de los
Constituyentes, sumado a los
automóviles que estacionan a 90 grados del cordón, piletas pelopincho puestas de modo ilegal sobre la calzada también hay acopio de cartones y demás objetos en desuso",Jan 3,2024-01-03T14:44:34.000Z
M a r í a,@meupadin,,,,,32,https://x.com/meupadin/status/1742539550381978083,https://x.com/meupadin,Por qué no recolectan todo lo que cayó desde el día de la tormenta? Han dejado abandonado el municipio y no le encuentro el motivo.,Jan 3,2024-01-03T13:32:58.000Z
Marcela G.,@mlgross1971,"https://pbs.twimg.com/media/GC7O3I3XkAAvX6u?format=jpg&name=small, https://pbs.twimg.com/media/GC7O3I3XkAAvX6u?format=jpg&name=small",,,1,22,https://x.com/mlgross1971/status/1742557569938293009,https://x.com/mlgross1971,"@VivamosVL @soledadmartinez esto es Melo y Avda de los
Constituyentes, sumado a los
automóviles que estacionan a 90 grados del cordón, piletas pelopincho puestas de modo ilegal sobre la calzada también hay acopio de cartones y demás objetos en desuso",Jan 3,2024-01-03T14:44:34.000Z
M a r í a,@meupadin,,,,,32,https://x.com/meupadin/status/1742539550381978083,https://x.com/meupadin,Por qué no recolectan todo lo que cayó desde el día de la tormenta? Han dejado abandonado el municipio y no le encuentro el motivo.,Jan 3,2024-01-03T13:32:58.000Z
Wilbur Pungencia,@Dr_Pungencia,,,,,15,https://x.com/Dr_Pungencia/status/1742345760656486766,https://x.com/Dr_Pungencia,@VivamosVL recorrí una cuadra detrás del camión recolector de basura 1901 de Transporte  Olivos. 4 bolsas revolearon rompiéndolas y dejando esparcido en el pavimento su contenido. Así es al pedo poner la basura en bolsas. Ahorramos tiempo si la tiramos nomás...,Jan 2,2024-01-03T00:42:55.000Z
Bukoso,@bukoso,,,,,6,https://x.com/bukoso/status/1742295049285595497,https://x.com/bukoso,Si y me dijeron que  vieron reclamo y que esta solucionado xq esta en espera. Raro. Solucionado es solucionado. Hay una placa ahí se mueve. Va pisar uno con una moto o bicicleta y desgracia.,Jan 2,2024-01-02T21:21:24.000Z
Sr ISO®,@Qualityman156,,,1,,11,https://x.com/Qualityman156/status/1742275846373535878,https://x.com/Qualityman156,"@VivamosVL  Donde están cuando los vecinos los necesitamos? Seguridad ya no le pido, solo un camión para que fumiguen.",Jan 2,2024-01-02T20:05:06.000Z
Ana Micozzi,@micozziana,,,,,15,https://x.com/micozziana/status/1742241640016679098,https://x.com/micozziana,Excelente plan de concientizacion,Jan 2,2024-01-02T17:49:10.000Z
Bukoso,@bukoso,"https://pbs.twimg.com/media/GC2NGpzW0AA0t7j?format=jpg&name=small, https://pbs.twimg.com/media/GC2NGpzW0AA0t7j?format=jpg&name=small",,,1,24,https://x.com/bukoso/status/1742203788004311260,https://x.com/bukoso,@VivamosVL hace 45 días levante reclamo por el 147 por un enorme bache en calle. tomaron pedido respondieron esta solucionado.. Perdón nunca vinieron. Cada Vez peor esta y nadie viene. Rawson al 4000,Jan 2,2024-01-02T15:18:46.000Z
bear,@mabchpell,,,1,,63,https://x.com/mabchpell/status/1741987431958650962,https://x.com/mabchpell,Quiero saber de paso quien pago y cuanto salió el brindis de instituciones la semana pasada,Jan 1,2024-01-02T00:59:02.000Z
Lalolanda,@matiasge79,"https://pbs.twimg.com/media/GCzF8NkXYAA5tJL?format=jpg&name=900x900, https://pbs.twimg.com/media/GCzF8NkXYAA5tJL?format=jpg&name=900x900",,1,,47,https://x.com/matiasge79/status/1741984796736168050,https://x.com/matiasge79,Justo frente a donde hicieron el control (libertador 1850) la agencia Toyota (flia Macri) se caga en todos los vecinos estacionado sus autos y ocupando toda la vereda. Los peatones tienen que bajar a la vereda para poder transitar. La gente de tránsito nunca hace nada. Farsantes,Jan 1,2024-01-02T00:48:34.000Z
Ave Fenix,@sima3_ave,,,,,14,https://x.com/sima3_ave/status/1741932320741786104,https://x.com/sima3_ave,"@VivamosVL si podemos y es posible VIVIR SIN MOSQUITOS !!!!!! Podrían empezar a fumigar para ayudar un poco también por el Dengue , muchos consejos pero poco movimiento",Jan 1,2024-01-01T21:20:03.000Z
Ave Fenix,@sima3_ave,,,,,14,https://x.com/sima3_ave/status/1741932320741786104,https://x.com/sima3_ave,"@VivamosVL si podemos y es posible VIVIR SIN MOSQUITOS !!!!!! Podrían empezar a fumigar para ayudar un poco también por el Dengue , muchos consejos pero poco movimiento",Jan 1,2024-01-01T21:20:03.000Z
